Flood?,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Avg Temp
0,67,1.9,0.9,7.4,24.6
0,71,2.5,2.7,7.1,28.3
0,80,2.7,4.3,7.3,30.3
0,78,2.3,4.2,6.9,31.2
0,85,2.9,6.2,4.4,31.55
0,86,2.6,6.5,4.4,30.55
1,85,2.4,6.3,4.6,30.4
0,85,2.3,6.1,4,31.45
0,82,2.6,4,6.4,29.2
0,78,2.3,2.5,5.9,26.05
0,83,2.3,2,4.5,21.4
0,78,2.5,0.6,5.6,20.2
0,71,2.7,1.5,7,24.2
0,71,2.1,1.9,7.6,28.4
0,76,2.8,4,7.3,30.05
1,86,3,6.6,3.3,30.05
1,83,2.3,5.1,5.4,31.35
0,85,2.2,6.2,4.7,30.55
1,86,2.4,6.3,2.6,30.7
1,86,2.1,6.4,3.3,30.85
1,85,1.9,5.1,4,29.75
0,75,2.3,1.3,7.2,25.8
0,79,2,2.2,4.1,23.15
0,70.33333333,3.033333333,0.1,6.411130628,22.633333335
0,62.33333333,3.166666667,0.7,6.411130628,25.766666665
0,72.33333333,3.8,2.5,6.411130628,28.3
0,77.66666667,3.733333333,3.2,6.411130628,29.666666665
0,80.66666667,3.9,4.3,6.411130628,29.8
1,85.66666667,3.666666667,5.5,6.411130628,30.316666665
1,85.66666667,3.633333333,6.4,6.411130628,29.966666665
1,86,3.566666667,6.3,6.411130628,29.6
1,85,3.233333333,5.7,6.411130628,30.2
0,84.66666667,2.833333333,3.1,6.411130628,29.566666665
0,76.66666667,2.566666667,2.3,6.411130628,26.516666665
0,79.66666667,2.5,0.7,6.411130628,23.21666667
0,67,2.8,0.9,6.411130628,22.95
0,66,3,1,6.411130628,25.95
0,70,4.1,2.2,6.411130628,28
0,77,3.2,3.2,6.411130628,29.25
0,80,4,4.9,6.411130628,29.9
1,86,3.6,6.3,6.411130628,30
1,85,4,5.9,6.411130628,29.75
1,88,4,6.7,6.411130628,29.9
1,87,3.5,5.7,6.411130628,29.95
0,83,2.9,3.3,6.411130628,29.85
0,77,2.8,0.7,6.411130628,26.3
0,82,2.5,1.9,6.411130628,24.15
0,75,3.3,1.5,6.411130628,22.8
0,64,3.4,0.7,6.411130628,25.25
0,77,3.5,2.5,6.411130628,28.95
0,83,4.1,4,6.411130628,30.05
0,79,3.8,4.3,6.411130628,30.2
1,87,3.9,6.4,6.411130628,30.3
1,89,3.3,6.8,6.411130628,30
0,85,3.5,6.5,6.411130628,29.85
0,83,3.4,5.9,6.411130628,30.35
1,85,3.2,3.1,6.411130628,29.05
0,77,2.7,2.9,6.411130628,27.1
0,80,2.7,0.6,6.411130628,22.35
0,69,3,0.3,6.411130628,22.15
0,57,3.1,1.5,6.411130628,26.1
0,70,3.8,1.4,6.411130628,27.95
0,73,3.9,2.9,6.411130628,29.7
1,83,3.9,6,6.411130628,29.3
1,84,3.5,5.7,6.411130628,30.65
1,83,3.6,6.2,6.411130628,30.15
0,85,3.2,6.6,6.411130628,29.05
0,85,2.8,5.9,6.411130628,30.3
1,86,2.4,5.1,6.411130628,29.8
0,76,2.2,1.9,6.411130628,26.15
0,77,2.3,0.8,6.411130628,23.15
0,71,1.568518519,0.5,8.296226415,21
0,68,1.951851852,1,8.481132075,24.85
0,81,2.748148148,1.7,8.20754717,26.45
0,80,3.905555556,4.7,8.249056604,27.2
0,81,3.762962963,4.5,7.128301887,29
1,87,4.477777778,6.2,4.254716981,29.4
1,87,4.088888889,2,4.886792453,28.85
1,86,2.955555556,6.1,5.824528302,28.95
0,83,1.764814815,4.1,7.056603774,28.85
0,76,1.325925926,1.6,7.91509434,25.5
0,74,1.340740741,0.2,8.012,20.9
0,70,1.568518519,1,8.296226415,20.85
0,73,1.951851852,1.5,8.481132075,23.05
0,70,2.748148148,2.7,8.20754717,26.8
0,76,3.905555556,2.6,8.249056604,28.65
0,78,3.762962963,3.7,7.128301887,31
1,84,4.477777778,6.4,4.254716981,29.65
1,88,4.088888889,6.9,4.886792453,28.5
0,81,2.955555556,5.5,5.824528302,30.85
0,82,1.764814815,5,7.056603774,28.5
0,79,1.325925926,2.7,7.91509434,25.75
0,76,1.340740741,1.3,8.012,22.05
0,71,1.568518519,1,8.296226415,21.75
0,68,1.951851852,0.6,8.481132075,23.2
0,73,2.748148148,3.4,8.20754717,27.75
0,76,3.905555556,3.6,8.249056604,28.15
0,81,3.762962963,3.7,7.128301887,29.05
1,87,4.477777778,6.4,4.254716981,29.3
1,86,4.088888889,5.5,4.886792453,29.35
0,83,2.955555556,5,5.824528302,29.3
1,83,1.764814815,4.2,7.056603774,28.75
0,75,1.325925926,2.2,7.91509434,25.85
0,76,1.340740741,2.5,8.012,24.15
0,72,1.568518519,1.5,8.296226415,21.15
0,66,1.951851852,2.2,8.481132075,24.55
0,69,2.748148148,2.2,8.20754717,27.35
0,78,3.905555556,3.8,8.249056604,28.95
0,79,3.762962963,3.8,7.128301887,29.75
1,84,4.477777778,5.8,4.254716981,29.5
1,86,4.088888889,6.3,4.886792453,28.9
0,85,2.955555556,5.7,5.824528302,29.05
1,86,1.764814815,4.4,7.056603774,29.15
0,80,1.325925926,2.6,7.91509434,26.4
0,77,1.340740741,0.5,8.012,21.3
0,71,1.568518519,0.9,8.296226415,21.1
0,77,1.951851852,1.3,8.481132075,23.75
0,81,2.748148148,2.2,8.20754717,27
0,79,3.905555556,3,8.249056604,29.1
1,80,3.762962963,4.8,7.128301887,29.95
1,83,4.477777778,5.9,4.254716981,29.25
1,86,4.088888889,6.1,4.886792453,28.9
1,87,2.955555556,5.8,5.824528302,29.3
0,85,1.764814815,3.5,7.056603774,28.15
0,79,1.325925926,1.7,7.91509434,25.55
0,77,1.340740741,1.3,8.012,23.35
0,73,1.568518519,1,8.296226415,21.1
0,78,1.951851852,1.7,8.481132075,24.35
0,77,2.748148148,1.8,8.20754717,26.75
0,80,3.905555556,3,8.249056604,29.5
0,83,3.762962963,4.3,7.128301887,30.5
1,92,4.477777778,6.5,4.254716981,28.85
1,90,4.088888889,6.9,4.886792453,29.05
0,85,2.955555556,5,5.824528302,30
1,87,1.764814815,4.1,7.056603774,27.85
0,81,1.325925926,1.2,7.91509434,25.05
0,84,1.340740741,2.3,8.012,22.15
0,77,1.568518519,0.5,8.296226415,20.9
0,76,1.951851852,0.4,8.481132075,23.05
0,80,2.748148148,2.5,8.20754717,26.5
0,81,3.905555556,2.6,8.249056604,28.9
0,83,3.762962963,3.8,7.128301887,29.85
1,88,4.477777778,5.5,4.254716981,29.3
1,89,4.088888889,6.3,4.886792453,28.85
0,86,2.955555556,5.3,5.824528302,30.8
0,84,1.764814815,4.1,7.056603774,28.6
0,84,1.325925926,3.2,7.91509434,26.25
0,81,1.340740741,0.9,8.012,21.4
0,75,1.568518519,0.8,8.296226415,23.15
0,73,1.951851852,1.3,8.481132075,23.3
0,77,2.748148148,1.9,8.20754717,27.1
0,77,3.905555556,2.2,8.249056604,30.55
1,89,3.762962963,5.9,7.128301887,29.05
1,88,4.477777778,6.4,4.254716981,28.6
1,87,4.088888889,6.4,4.886792453,28.95
1,87,2.955555556,6.3,5.824528302,28.65
0,84,1.764814815,3.7,7.056603774,28.7
0,84,1.325925926,1.8,7.91509434,25.6
0,81,1.340740741,0.4,8.012,22
0,79,1.568518519,0.7,8.296226415,22.3
0,73,1.951851852,1.3,8.481132075,22.5
0,71,2.748148148,1.4,8.20754717,27
0,74,3.905555556,2.6,8.249056604,30.15
0,80,3.762962963,3.8,7.128301887,29.9
0,86,4.477777778,5.4,4.254716981,29.45
0,84,4.088888889,5.9,4.886792453,29.65
0,83,2.955555556,5.6,5.824528302,28.75
0,81,1.764814815,3.1,7.056603774,28
0,73,1.325925926,0.9,7.91509434,25
0,72,1.340740741,0.5,8.012,21.8
0,73,1.568518519,1,8.296226415,22.25
0,77,1.951851852,1.7,8.481132075,23
0,70,2.748148148,1.4,8.20754717,28.1
0,81,3.905555556,2.6,8.249056604,29.6
0,83,3.762962963,3.8,7.128301887,29.85
0,82,4.477777778,5.5,4.254716981,30.65
1,85,4.088888889,6.3,4.886792453,29.35
1,85,2.955555556,6.2,5.824528302,29.15
0,84,1.764814815,4.3,7.056603774,29.95
0,77,1.325925926,2,7.91509434,26.2
0,75,1.340740741,1,8.012,22.9
0,73,1.568518519,1.4,8.296226415,22.15
0,73,1.951851852,1.7,8.481132075,22.15
0,78,2.748148148,2.1,8.20754717,26.75
0,78,3.905555556,2.6,8.249056604,29.55
0,82,3.762962963,4.6,7.128301887,29.2
1,86,4.477777778,6.3,4.254716981,30.25
1,89,4.088888889,6.6,4.886792453,28.4
0,87,2.955555556,6.3,5.824528302,28.95
0,85,1.764814815,4.6,7.056603774,28.15
0,77,1.325925926,0.7,7.91509434,23.8
0,77,1.340740741,1.5,8.012,23.15
0,71,1.1,1.3,8.296226415,21.05
0,73,1.2,0.4,8.481132075,24.3
0,71,1.8,1.8,8.20754717,26.6
0,78,3,2.3,8.249056604,29.85
0,77,3.3,4,7.128301887,30.5
1,85,2.8,5.5,4.254716981,30.35
1,91,3.7,6.9,4.28490566,29.45
0,91,3,6.3,4.886792453,29.05
0,88,2,5.9,5.824528302,29.35
0,82,1.6,3.7,7.056603774,28.8
0,73,1.1,2,7.91509434,24.9
0,74,0.8,2,8.012,23.7
0,73,1.2,1.8,8.2,22.1
0,70,2.7,2.2,8.5,22.45
0,84,3.5,2.9,8.4,27.25
0,81,3.6,3,9.6,29.65
0,82,4.1,4.7,8.3,30.6
1,88,3.7,6.8,4.5,29.75
0,86,4.1,6.3,5.6,29.2
0,83,1.8,4.8,7.5,29.2
0,76,0.8,2,9,25.15
0,73,0.7,0.4,9.7,19.85
0,71,1.4,0.6,9.7,20.95
0,72,1.4,1.5,8.8,23.4
0,73,2,1.2,9.5,27.5
0,81,4.3,3.4,9.1,29.1
0,81,3.5,4.3,9.4,30.35
1,88,4.3,6.8,3.9,29.4
1,88,4.1,6.3,7,29.9
0,90,3.5,6.8,5.2,28.75
0,85,2.1,6.1,7.1,30.3
0,84,1.2,4.3,7.2,28.35
0,79,0.8,1,9.8,24.6
0,76,1,1.2,8.3,21.5
0,72,1.2,0.5,9.7,20.75
0,71,1.2,1,9.9,24.85
0,74,1.1,1.3,8.4,27.35
0,78,1.9,4.4,8.2,27.95
0,80,2.5,3.8,7.4,28.6
0,84,3.5,6,6.5,29.5
0,82,1.7,4.5,7,28.8
0,78,1.4,0.9,9.9,24.75
0,75,1.3,1.2,9.2,22.3
0,72,1.5,0.8,8.9,22.05
0,71,1.6,2.1,8.2,24.25
0,78,2.2,1.9,9.1,28.6
0,80,2.7,3.8,7.8,30.1
1,89,4.5,6.8,3.7,28.1
1,87,4.1,6.5,5.1,29.25
0,85,2.4,6.2,5.8,29.45
0,85,2.2,5.4,6.5,28.95
0,79,1,3,8,28
0,75,0.9,1.3,8.4,22.2
0,72,1.1,1.2,9.1,21.55
0,72,1.7,1.4,8.5,23.45
0,73,1.9,1.8,8.2,26.3
0,78,4.1,3.1,9.2,28.25
0,80,4.1,4.1,7.9,29.65
1,90,3.6,6.6,3.2,29.05
0,84,3.3,5.8,5,28.9
0,84,1.6,4.8,6.4,28.8
0,79,0.9,1.4,9.6,25.7
0,76,1.1,1.2,7.2,23.25
0,76,1.5,2.3,8.3,22.35
0,76,1.6,0.7,9.9,24.05
0,76,2.9,2.4,8.9,26.5
0,78,4,3.4,8.9,27.8
0,80,3.3,3.4,8.4,30.5
1,84,3,6.2,5.3,29.3
0,85,2,3.1,7.2,28.15
0,77,1.4,2.8,8.1,26.85
0,78,1.9,2.4,7.1,22.5
0,78,1.7,2.5,6.9,21.6
0,78,2.1,0.9,9.1,24.05
0,76,2.8,3.2,7.5,26
0,77,3.2,3.1,7.3,29.4
0,79,3.8,4.2,7.2,30.25
0,85,4.5,5.7,5.1,30.25
1,86,4.3,6.3,5.1,28.7
0,81,1.5,3,8.4,27.85
0,75,1,1,10,23.8
0,76,1.2,1.5,9.1,21.8
0,72,1.6,0.7,8.5,20.95
0,71,1.7,1.7,8.2,22.9
0,74,2.5,2.4,8.4,26.85
0,78,3.6,3.9,8.8,29.35
0,80,4.5,4.9,7.7,29.3
1,86,4.3,6.8,4.9,29
0,84,2.2,6,5.9,29.3
0,82,1.2,5.3,5.6,28.7
0,78,0.5,3.1,7.7,25.4
0,75,1.1,1.2,9.4,21.4
0,70,1.2,0.8,8.9,20.1
0,68,1.3,0.3,9.5,23.55
0,77,2,2.7,7.7,27.05
0,80,3.5,3.5,8.8,28.45
0,80,3.9,4.4,9.8,28.85
1,89,4,6.5,4.6,28.85
0,84,2.2,5.7,6.7,29.55
0,81,1,4.4,8.2,28.45
0,77,0.8,2.8,8.2,25.65
0,76,0.8,2.5,8.4,22.05
0,71,1.2,2.3,9.1,20.55
0,71,1.3,1.9,9.8,23.15
0,76,2.5,3,8.3,27.9
0,79,3.3,4,8.6,29.65
0,80,3.8,5.4,6.3,29.85
0,86,4,6.2,5,29.4
1,89,4.3,6.8,3.9,29.3
1,87,3.2,6.6,6,29.15
0,86,2.4,6.3,5.1,29.1
1,86,1.6,4.6,6.3,28.75
0,80,1,3.5,7,25.25
0,75,0.9,1,8.2,21.45
0,72,1,1.7,8.5,21.3
0,71,1.4,1.1,8.6,23.55
0,74,2.3,1.7,8.4,25.9
0,78,3.1,3.8,8.3,28.05
0,80,2.7,4.8,7.2,29.35
1,84,4.2,6.9,4.2,29.15
1,86,4.2,7.1,4.2,28.15
1,86,3.8,6.8,4.8,28.25
0,84,2.6,6,5.9,29.45
0,82,1.5,4.9,7.2,28.3
0,78,1.1,2.3,8,25.4
0,75,1,1.3,8.2,21.6
0,72,1.3,1.1,8.5,20.35
0,71,1.7,1.6,8.4,21.95
0,74,2.3,1.4,8.4,26.85
1,84,4.1,6.6,4.2,29.9
1,86,4.5,7.6,4.8,28.45
0,84,3,5.7,5.9,28.55
0,82,1.4,3.4,7.2,29.25
0,78,1.1,3.2,8,26.7
0,75,1.1,1,8.2,23.7
0,70,1.4,0.5,10.1,23.05
0,70,2.1,1.6,10,24.35
0,69,2.4,1.6,10.2,26.85
1,82,3.5,5.1,7.9,28.5
1,87,3.6,5.9,4.9,29.6
0,87,3.7,6.6,5.6,28.8
1,87,3,6.4,6.1,29
0,84,2,4.7,7.8,29.35
0,84,1.9,3.6,6.6,26
0,80,1.6,2,8.5,21.75
0,74,1,0.7,9.6,20.7
0,67,1.6,0.6,10.2,24
0,78,3.1,3.1,8.8,26.75
0,81,4.3,3.6,9.6,28.35
0,81,4.3,5,7.1,29.2
1,85,3,5.3,6.5,29.4
0,83,1.7,4.4,9.2,29.4
0,82,1.4,4,5.7,27.35
0,73,1.8,0.1,9.9,21.2
0,71,2.1,0.9,8.5,20.45
0,71,2,1.5,8.6,23.85
0,72,2.3,1.1,8.4,27.3
0,85,3.6,5.6,5.9,29.3
0,85,1.7,4.7,7.2,28.75
0,82,1.4,3.4,8,25.5
0,76,1.1,0.7,8.2,20.95
0,73,1,0.5,8.5,25.55
0,74,1.8,0.9,8.4,23.7
0,76,4,1.7,8.4,27
0,78,4.4,3.8,7.2,29.4
0,82,4.3,4.5,5.9,29.2
0,81,1.6,2.9,7.2,28.1
0,79,1.7,2.4,8,26.65
0,75,1.2,0.9,8.2,21.5
0,71,1.3,1,8.5,21.55
0,73,1.3,1.1,8.6,23
0,80,2,2.3,8.4,27.65
1,84,3.1,5.4,8.7,27.5
0,84,2.3,5.5,7,28.25
1,87,2.2,5.7,3.2,28.55
1,89,2.5,6.5,3.3,28.95
0,88,1.9,6.5,6,29.15
0,85,1.4,5.2,7.1,29.4
0,82,0.8,3.7,8.2,28.05
0,80,1.1,2.9,8.2,26.05
0,73,0.7,0.8,9.6,24.05
0,67,2.3,0.6,8.5,20.75
0,66,2.4,1.5,8.6,23.85
0,63,2.6,2,8.4,25.95
0,76,3.4,3.3,8.3,28.45
1,86,3.5,6.3,5.9,28.9
0,83,2,4.8,7.2,28.85
0,77,1.3,1.7,8,26.75
0,72,1.9,1,8.2,22.95
0,68,1.6,0.5,10.2,21.55
0,62,2.4,1.3,10,24.1
0,70,4.4,2,9.4,26.6
0,76,3.9,2.1,8.8,29.05
1,85,3.4,5.6,5.4,29.1
0,79,2.4,2.2,8.9,28.5
0,76,1.4,1.8,8.7,26.35
0,75,1.6,1.5,8.8,22.95
0,69,1.9,0.5,8.7,20.75
0,69,2,0.9,8.9,22.95
0,73,3,2.1,9.3,26.45
0,84,3.7,5.5,6.1,29.55
0,83,2.1,3.4,6.7,27.7
0,72,1,1.1,9.5,25.9
0,71,1,1.5,8,22.45
0,73,1.8,1.5,7.6,21.35
0,66,2.3,0.9,9.3,23.45
0,69,3.2,3.6,6.7,25.4
0,80,3.9,3.8,6.2,27.35
0,79,4.2,5,5.4,28.85
0,83,3.4,5.3,5.1,29.3
0,77,1.4,2.3,7.5,28.15
0,72,1.6,2.5,7.3,26.25
0,76,1.1,1.2,8.2,21.8
0,69,1.3,0.2,8.8,21.6
0,69,1.9,1.7,8.6,23.65
0,68,2.2,1.3,8.2,26.7
0,75,3.7,2.5,8.9,30.5
1,82,3.1,5.3,6,29.65
0,78,1.2,2.5,8.4,28.55
0,74,0.8,1.5,8.4,25.55
0,73,1.1,0.4,9.5,21.15
0,73,1.1,0.9,8.3,20.85
0,67,2.1,2.4,8.3,22.3
0,77,3.5,3.1,8.4,25.7
0,78,3.6,4.5,7.2,28.95
1,83,4.2,6.4,4.4,29.55
0,83,3.7,5.9,6.4,29.5
1,83,2.2,4.1,7,28.95
0,81,1.1,3.4,7.2,26.5
0,73,1,1.7,9.1,21.95
0,72,1.4,1.4,8.5,20.35
0,66,2.4,1.6,8.4,23.5
0,75,2.4,1.5,8.4,26.35
0,82,3.1,5.1,5.9,29.2
0,82,2.1,4.4,7.2,30.05
0,75,1.1,1.2,8,25.45
0,74,2.1,1.4,8.2,22.7
0,72,1.8,1.5,9.7,22.4
0,70,2.6,1.1,8.7,22.9
0,83,3.8,5.4,6.7,29.4
0,78,1.8,2.7,8.4,28.85
0,75,1.4,2,9.7,25.4
0,75,1,0.9,8.6,22.65
0,74,1.5,1.5,8.4,21.55
0,66,1.6,1,8.9,23.65
0,70,2.5,1.3,9.3,27.4
0,77,3.7,3.2,7.8,29.35
0,84,3.9,6.1,5,29.75
0,84,3.3,5.7,6.7,29.2
0,81,2.3,3.2,8.2,28.5
0,77,1.5,2.1,7.7,26.55
0,73,1.8,1,3,22.95
0,72,1.7,1.1,8.5,22.35
0,71,1.3,1.4,8.6,24.3
0,74,3.1,2.7,8.4,26.85
0,77,3.8,2.3,7.2,29.9
1,84,4.5,5.7,5.9,29.75
0,80,1.4,2,7.2,28.85
0,77,1.1,2.5,8,27.35
0,75,0.9,1.5,8.2,23
0,71,1.3,0.6,8.6,21.95
0,72,1.4,1.2,8.5,24.6
0,72,2.2,2.3,9.7,28.35
0,75,2.9,3.1,8.8,29
0,82,2.8,5.7,6.5,30.4
1,82,2.2,4,6.1,29.25
0,77,1.6,3,6.9,26.8
0,76,1.1,1,8.5,24.35
0,67,1.5,0.3,8.7,20.35
0,71,2.3,1,8.5,24.2
0,68,2.7,1.8,8.1,27.3
0,76,4.5,4,8.1,31.05
0,81,4.4,5.3,6.4,29.5
0,83,2.8,5.5,5.8,29.2
1,86,1.9,5.5,5,28.5
0,74,0.9,1.3,8.8,24.9
0,74,1.3,0.9,8.4,22.4
0,77,1,1.4,7.7,21.45
0,75,1.5,3.1,6.9,24.4
0,75,2.2,4,6.4,26.45
0,77,4.3,4,7.8,27.55
0,78,2.6,5.1,6.1,29.4
1,83,4,6.5,3.8,29.85
1,88,3.5,7.3,4.3,29.1
0,82,2.9,6,6.6,29.95
0,82,2.6,5.9,5.8,29.3
0,81,1.9,4.1,6.4,28.5
0,81,1,3.2,6,26.75
0,78,0.8,1.6,7.2,23.35
0,72,0.9,1.4,7.1,21.05
0,71,1.1,1.2,7.9,24.25
0,74,1.9,2.1,8.4,28.75
0,78,4,3.4,8.3,27.8
1,80,3.6,4.9,7.2,29.4
1,84,3.8,7.1,4.2,29.7
1,86,4.2,6.7,4.2,29.95
0,86,4.2,6.7,5.9,30.45
1,84,2.7,5.8,5.5,29.65
0,82,1.2,4.4,6.6,29.15
0,78,0.4,2.5,6.9,24.55
0,75,0.8,1.7,7.8,22.3
0,77,0.7,1.5,7.5,21.3
0,77,1.4,2.6,6.4,22.15
0,82,3.7,2.7,7.5,26.9
0,77,4.3,3.5,7.8,30.75
0,78,3.6,4.4,6.6,29.6
1,83,3,5.2,4.6,30.2
1,85,3.5,6.4,3.5,29
0,83,3.5,5.9,5.3,29.75
0,86,2.3,5.5,5.4,29.5
1,83,0.9,4.1,6.1,28.85
0,78,0.5,3.6,6.9,26.85
0,78,0.4,1.3,7.7,21.55
0,75,0.4,1.3,7.6,21.45
0,75,2.3,1.5,8,23.5
0,74,1.7,2.2,7.3,25.75
0,79,2.1,3,8.4,28.65
1,81,3.3,4.5,6.3,28.7
1,84,4.4,6,3.9,29.15
1,86,4.5,6.2,4.4,29
0,84,2.6,5.6,5,28.7
0,82,1.2,3.9,7.6,28.4
0,78,0.6,1.7,8,25.15
0,75,0.7,1.7,8.2,21.8
0,70,1.2,1,8.2,21.65
0,64,1.8,1,8.8,23.3
0,74,3.6,2.4,7.7,26.8
0,77,2.6,3,7.6,29.55
0,79,3.5,4,6.9,29.65
1,85,4.4,6.2,4.4,29.4
0,82,2.7,4.6,6.4,29.9
0,81,0.8,3.2,6.8,28.95
0,76,0.5,2.7,6.8,26.65
0,70,0.5,0.5,7.9,21.95
0,65,1.4,1.6,7.5,21.6
0,70,1.2,1.8,7.7,23.2
0,67,2.1,1.4,8.5,27.8
0,76,3,3,9,29.5
1,84,4.1,6.1,5.4,30.45
0,82,3.4,5.6,5.1,30.25
0,81,0.8,3.6,7.2,29.85
0,83,1.2,4,5.4,28.65
0,73,0.8,0.3,8.4,22.25
0,75,0.9,0.5,8.3,21.3
0,72,1.1,1.2,8.2,24.25
0,79,4.1,3,8,27.75
0,80,2.9,3,6.2,29
1,88,4.1,6.5,2.2,29.45
0,84,2.1,5.6,5.6,31.1
0,82,2.6,3.7,7,29.85
0,82,0.6,2,8.2,26.65
0,77,1,1.7,6.4,24.05
0,72,1,1,8.4,20.9
0,74,1.3,1.4,8.5,23.05
0,81,2.6,2.6,7.2,26.9
0,78,2,4,6.6,28.1
0,81,4,4.5,6.8,29.95
1,83,4.4,6,4.5,30.25
1,85,4.5,6.6,5.3,31.1
1,86,3.4,6,5.4,30.05
0,80,0.8,2.9,8,28.65
0,78,0.8,2.9,8.1,27.3
0,79,1.1,2.8,6.6,22.7
0,81,0.9,2.7,6.7,21.65
0,76,0.9,2.2,5.9,23.85
0,71,1.6,2.5,8.7,26.4
0,81,2.2,3.6,8,28.8
0,82,3,4.9,5.8,31.15
0,82,4.1,5.6,5.8,31.95
1,89,4.2,6.8,3.1,30.7
1,89,3.5,6.8,3.6,30.15
1,84,2.1,5.5,6.4,31.25
0,82,1.7,3.8,8.1,30.6
0,82,1.1,2.8,8.2,28.9
0,78,0.6,0.2,9.6,24.05
0,78,0.8,0.6,8.7,22.2
0,71,1.3,1.1,9.2,25.75
0,77,2.6,1.4,9,28.2
0,78,2.8,2.6,9,30.1
0,83,3.5,5.3,4.8,29.95
1,87,3.7,6.4,3.8,30.2
1,86,4,6.8,4.1,30.3
1,88,3.8,6.7,3.1,29.45
0,86,2.3,5.8,5.8,29.7
0,85,1.2,4.8,5.9,29.95
0,79,0.5,1.2,9.6,26.45
0,80,0.5,1.3,7.7,23.75
0,71,0.7,1,7.9,22.7
0,63,1,2.6,7.6,24.05
0,70,2.1,2.8,7.7,30.35
0,79,3.5,3,9.2,28.95
1,85,2.5,5.5,4.3,29.45
1,87,3.2,6.2,4.4,29.85
1,87,3.6,6.2,4.2,29.65
1,88,3,6.3,5.4,29.8
0,86,1.9,5.6,5,29.85
1,87,1,4.3,6.5,30.25
0,79,0.4,1.3,9.4,26.75
0,73,0.4,0.6,9.3,22.6
0,74,0.5,0.2,8.5,20.8
0,75,0.9,0.9,9.1,23.75
0,68,1.3,0.9,8.7,27.3
0,73,3.4,2.8,8.3,31.7
1,78,2.9,4.9,7.2,32.05
1,82,4.4,6.8,4.2,29.1
1,82,4.3,6.8,4.2,29.25
1,81,3.6,6.7,4.8,30.1
0,82,3.1,6.2,5.9,30.65
0,80,2.2,5.7,7.2,30.4
0,78,2.1,3.7,8,27.7
0,71,1.9,1.5,8.2,23.1
0,72,2,2.1,8.5,23.4
0,68,2.5,0.6,8.6,26.05
0,67,2.6,1.7,8.4,28.9
0,73,3.4,3.3,8.3,28.9
0,76,3.7,5.7,7.2,29.8
1,79,3.8,6,4.2,29.55
1,84,3.7,7.3,4.2,29.25
1,81,3.5,6.6,4.8,29.4
0,77,2.9,5.7,5.9,30.25
0,75,2.1,4.4,7.2,29.7
0,74,1.9,4.3,8,28.05
0,70,1.8,1.3,8.2,23.4
0,76,0.4,1,8.5,21.7
0,68,0.5,1.2,8.6,25.45
0,74,0.6,1.8,8.4,26.6
0,77,0.9,3.1,8.3,30.35
0,81,0.9,4.7,7.2,31.1
1,90,1.2,6.7,4.2,29.9
1,85,1,5.9,4.2,30.5
0,85,1,5.9,4.8,30
0,85,0.5,5.5,5.9,30
0,85,0.2,4.3,7.2,30.15
0,75,0.1,0.3,8,26.35
0,78,0.2,1.6,8.2,23.65
0,79,0.2,1.6,8.5,22.7
0,67,0.3,0.6,8.6,24.65
0,77,1,3,8.4,28.75
0,79,1.2,4.7,8.3,29.35
0,80,0.6,4.6,7.2,32.15
1,85,0.5,6.2,4.2,30.35
1,88,0.7,6.7,4.2,29.45
0,85,0.9,6.2,4.8,30
1,87,0.5,6,5.9,29.6
0,84,0.4,3.7,7.2,29.55
0,77,0.2,0.5,8,25.35
0,75,0.2,0.4,8.2,23.9
0,70,0.5,1.4,7.8,23.65
0,67,1.2,1.4,6.5,25.7
0,77,1.5,3.6,6.2,27.9
0,76,1.2,2.9,7.3,31.15
0,77,1.4,4,6.7,30.1
0,83,1.1,5.8,4.9,31.35
1,87,0.9,5.9,4.3,29.8
1,91,0.6,7,6.2,29.9
1,87,0.4,5.7,5,30.55
0,87,0.3,3.9,5.7,30
0,83,0.2,1.2,6.5,26.75
0,80,0.3,1.9,6,24.45
0,77,0.5,0.5,7.8,22.2
0,78,0.7,1,6.5,26.05
0,67,0.6,1.8,6.2,30.1
0,75,1.2,2.9,7.3,30.85
1,84,1,4.6,6.7,30.7
0,89,1,6.1,4.9,30.7
1,88,1.1,6.4,4.3,29.95
0,82,1,5.9,6.2,30.2
1,85,0.7,5.7,5,30.45
0,84,0.3,4.1,5.7,29.45
0,78,0.3,2.5,6.5,27.6
0,76,0.4,0.5,6,23.9
0,74,0.4,0.6,5.4,21.45
0,74,0.6,1.8,7.2,24.7
0,65,0.8,1,8.7,27.9
0,81,1.5,3.7,8,30.05
0,83,1.1,4.5,7.1,31.85
1,88,1.1,6,4.6,30.7
1,90,1,6.9,3.2,30.05
1,86,1.6,6.5,5,30.45
1,88,1.5,6.8,4.1,29.9
1,86,0.9,4.3,6.2,29.55
0,84,0.5,2.6,6.9,27.95
0,77,0.4,1.4,7.4,23.3
0,77,1.8,1.9,7.4,21.6
0,68,2.1,1.3,8.1,22.6
0,80,1.7,2.9,6.9,27.75
0,74,2.7,2.7,8.7,29.1
0,78,3,4.1,7.4,29.7
1,84,4.2,5.5,3.8,29.9
1,88,4.2,6,4.1,28.8
1,88,4,6,4.7,29.35
0,86,3.2,5.4,5.7,29.4
0,82,2.2,3.4,6.9,29
0,76,1.4,1.6,8.5,25.65
0,80,1.1,1.5,6.1,24.1
